Timestamp,Dataset,Run Number,Total Rows,Total Columns,Null Count,Duplicate Count,Passed Rules,Failed Rules,Validation Rate,Failed Checks,Completeness,Consistency,Accuracy,Timeliness,Trust Score,Historical Avg Trust Score,Trust Score Anomaly,Predicted Quality,Is Latest Run
2026-07-18 11:23:01,good.csv,1,2,5,0,0,14,0,100.0,No Failures,100.0,100.0,100.0,0.0,75.0,N/A,N/A - Insufficient History,Good,True
2026-08-24 13:56:24,bad.csv,1,4,5,4,1,9,5,64.29,name - Not Null; email - Not Null; age - Within Expected Range (0-120); last_updated - Not Null; No Fully Duplicate Rows,80.0,75.0,87.5,0.0,60.62,N/A,N/A - Insufficient History,Moderate,False
2026-08-28 13:17:28,bad.csv,2,4,5,4,1,9,5,64.29,name - Not Null; email - Not Null; age - Within Expected Range (0-120); last_updated - Not Null; No Fully Duplicate Rows,80.0,75.0,87.5,0.0,60.62,N/A,N/A - Insufficient History,Moderate,False
2026-08-28 13:38:36,bad.csv,3,4,5,4,1,9,5,64.29,name - Not Null; email - Not Null; age - Within Expected Range (0-120); last_updated - Not Null; No Fully Duplicate Rows,80.0,75.0,87.5,0.0,60.62,N/A,N/A - Insufficient History,Moderate,True
2026-08-28 13:43:09,Online Retail.xlsx,1,541909,8,136534,5268,15,7,68.18,InvoiceNo - No Statistical Outliers (IQR); StockCode - Valid Date Format; Description - Not Null; Quantity - No Statistical Outliers (IQR); UnitPrice - No Statistical Outliers (IQR); CustomerID - Not Null; No Fully Duplicate Rows,96.85,99.03,88.81,0.0,71.17,N/A,N/A - Insufficient History,Moderate,False
2026-09-02 13:31:39,Online Retail.xlsx,2,541909,8,136534,5268,15,7,68.18,InvoiceNo - No Statistical Outliers (IQR); StockCode - Valid Date Format; Description - Not Null; Quantity - No Statistical Outliers (IQR); UnitPrice - No Statistical Outliers (IQR); CustomerID - Not Null; No Fully Duplicate Rows,96.85,99.03,88.81,0.0,71.17,N/A,N/A - Insufficient History,Moderate,False
2026-09-02 13:42:59,Online Retail.xlsx,3,541909,8,136534,5268,15,6,71.43,InvoiceNo - No Statistical Outliers (IQR); Description - Not Null; Quantity - No Statistical Outliers (IQR); UnitPrice - No Statistical Outliers (IQR); CustomerID - Not Null; No Fully Duplicate Rows,96.85,99.03,88.81,0.0,71.17,N/A,N/A - Insufficient History,Moderate,False
2026-09-02 13:49:55,Online Retail.xlsx,4,541909,8,136534,5268,15,6,71.43,InvoiceNo - No Statistical Outliers (IQR); Description - Not Null; Quantity - No Statistical Outliers (IQR); UnitPrice - No Statistical Outliers (IQR); CustomerID - Not Null; No Fully Duplicate Rows,96.85,99.03,88.81,42.8,81.87,71.17,No,Good,False
2026-09-02 13:53:53,Online Retail.xlsx,5,541909,8,136534,5268,15,6,71.43,InvoiceNo - No Statistical Outliers (IQR); Description - Not Null; Quantity - No Statistical Outliers (IQR); UnitPrice - No Statistical Outliers (IQR); CustomerID - Not Null; No Fully Duplicate Rows,96.85,99.03,88.81,42.8,81.87,73.84,No,Good,True
